wind_speed_ms,blade_length_m,turbine_age_years,hub_height_m,turbine_type,rated_power_kw,cut_in_speed_ms,cut_out_speed_ms,air_density_kgm3,turbulence_intensity,maintenance_status,terrain_type,wind_direction_variability,power_output_kw
5.1043692194868875,47.0918360472802,8.830998917068072,70.33904375099883,Horizontal Axis,,3.1627587681955074,23.06082169465894,1.219209912258388,0.19535339465204388,Good,Hilly,High,2792.3607100835375
17.66683440015158,44.62226005334092,0.5017874562650504,96.46049586125262,Vertical Axis,3000.0,3.8618048049916576,21.494327587437358,1.231187544660304,0.24658134565037426,Poor,Hilly,,6175.704022846044
12.157649864176939,31.458767975410048,14.175217387876637,100.28045813406867,Vertical Axis,1500.0,2.8729252698167564,22.152184426424814,1.2669044771025375,0.17063673159109208,Poor,Offshore,High,7745.335181070789
8.910482109280231,48.56383963306883,6.885122441691641,108.06995656808562,Horizontal Axis,3000.0,3.701177422907023,20.855189622870583,1.229891832864057,0.14336601203441549,Fair,Hilly,High,1358.078128715996
19.360412582373126,40.55098331174011,16.540931427587303,120.24659779859608,Vertical Axis,2000.0,3.444390026441342,,1.1312763329508273,0.16482408752617972,Excellent,Hilly,Medium,7432.914789441442
17.014328751199436,33.91599969519733,15.581395480221351,100.06049318094742,Vertical Axis,8000.0,,24.238222521721102,1.1803765780806548,0.22250588383813702,Excellent,Mountainous,Medium,967.2997097998497
9.520790920754774,56.56117947201738,19.48387518184996,109.00763962899047,Horizontal Axis,1500.0,2.930974554536129,21.586850178430076,1.2659925437845485,0.13783303886443402,Excellent,Offshore,Medium,227.0767991002529
18.316293629217903,57.96344590316275,12.002762918776382,,Horizontal Axis,5000.0,3.485042918121323,23.375173235084,1.1266442605281182,0.09817467569383627,Fair,Hilly,Low,7475.630513575368
7.730924769842871,52.136034867178346,12.680864717435254,99.75904870293252,Vertical Axis,2000.0,2.9409040345356963,21.385759464109494,1.117060866551841,0.19678319419389834,Excellent,Flat,Medium,6190.878643256299
24.85381750050002,40.663539103728326,12.96188800738147,112.0510640152597,Horizontal Axis,8000.0,,22.06082160932231,1.224916762941751,,Fair,Flat,High,538.8485558569265
7.63084997290502,56.27724052814806,16.63928856012848,70.45204943846878,Vertical Axis,2000.0,3.8572459455152845,21.142206563953586,1.2228853617355635,0.1726469056305775,Good,Flat,Low,6984.390372679083
21.39771500171136,67.21454627427738,14.88087082818328,127.82978897171732,Vertical Axis,3000.0,3.9571263950963522,20.22842055163462,1.2894372829035634,0.07154110807082277,,Hilly,High,4569.899899551702
19.532991078567974,,15.573762029065701,67.87490253909097,,1500.0,3.4888703746815803,23.883046652443923,1.1250524327669318,0.14939394380479779,Poor,Flat,High,5405.06738321862
10.156203363097966,66.37040821863934,19.503670250043005,86.67898688166127,Horizontal Axis,1500.0,3.46876949158344,24.2696782025275,1.1626530177037226,0.05722031418689673,Fair,Mountainous,Low,7712.91830361708
9.974255872394824,53.266899076819435,11.161627402934824,73.1170654602765,Horizontal Axis,,3.256651112596284,24.40921267664211,1.2492625465564924,0.08863958585358267,Poor,Flat,High,2317.4465304742957
24.117717198579726,30.360158209522773,11.773535934024714,130.54732324050713,Horizontal Axis,1500.0,3.7384800571576666,,1.2522294885448144,,Good,Offshore,High,7646.442728200197
7.323201321592612,38.27280958796804,3.7186447036834935,126.2151920003849,Horizontal Axis,2000.0,3.88371884238486,23.737217250137515,1.1906663446441736,0.13762417369620078,Excellent,Offshore,Low,3790.2623799913426
13.23119926646581,34.788605925222534,2.7470679378554497,,Vertical Axis,3000.0,2.8823265462533536,20.42192411543832,,0.07463598110300891,Excellent,Offshore,Medium,2772.101404952437
,78.09226858122847,15.893600768030229,140.2265345569244,Horizontal Axis,2000.0,3.5666818866933556,23.061818504119568,1.2520795791945445,0.13812852617403504,Poor,Hilly,High,1124.992742174916
23.51704804668655,45.11716152505097,18.275110372734765,,Horizontal Axis,5000.0,3.133248568705939,20.75394716578092,1.1082384764613884,0.24862612453094451,Good,Mountainous,Low,7854.41610452341
15.684192979911309,21.723884548118264,17.62026890988768,119.24084685652696,Vertical Axis,8000.0,3.945777715433203,24.729573749103935,1.1553027625032184,0.19361876589144666,Good,Flat,Low,6497.246075614289
6.56573952590818,,,77.21661125554522,Horizontal Axis,5000.0,3.684337811752942,22.64424950021201,1.1763932453146082,0.08761568358758487,Excellent,Flat,Medium,2706.138989991049
11.299498114684472,35.40451233158591,13.005827071728183,73.2472046983696,Vertical Axis,2000.0,3.475072444077441,24.753530572445868,1.158849649736683,0.1902542673356002,Fair,Flat,High,3738.3184625874933
4.112023701766018,28.313464230933803,4.983232737128991,87.08512250858827,Horizontal Axis,2000.0,,20.099621709968854,1.1794634141941491,0.07049221287725645,Excellent,Flat,Medium,4055.5014765062
6.691365208711833,30.74847482532989,3.493355602140815,122.65924759553604,Horizontal Axis,3000.0,2.561948811560376,21.930305902940475,1.15952477193626,0.20866183493323054,Excellent,Offshore,High,4055.8773856309845
19.41388777218726,46.119229182000936,18.855006691351882,92.22301417647111,Horizontal Axis,2000.0,3.5635317340648642,22.45740843926587,1.10414688264247,0.08591130660869098,,Flat,Medium,2756.500975918737
11.808277122897495,,3.3184232221956655,99.23202608485744,Vertical Axis,1500.0,3.4621860188464746,22.443829732212144,1.115160897914854,0.13131973134418012,Excellent,Flat,Low,725.9995706514619
20.78165469047236,28.038145940047514,3.3177789816821557,90.19243806191118,Horizontal Axis,2000.0,,,1.2357332461785415,0.18011710241044443,Excellent,Offshore,Medium,2222.704028271806
21.090567625026488,53.50052820567458,15.176272995461408,73.33560612168782,Horizontal Axis,2000.0,3.8004485549278115,20.711201787777743,1.1698679688478157,0.06007654947974013,Fair,Flat,Medium,5340.1065033164095
8.969740824064289,22.333701572321626,17.64023222699028,72.4724766329171,Vertical Axis,5000.0,3.1430272255836442,20.657982943860876,1.2484875184148776,0.11409138153456351,Good,Flat,Low,4402.611871027421
20.92075218713446,53.54663665465666,11.116906559785075,111.90425679259948,Vertical Axis,1500.0,3.3801397598551945,24.273151168015364,1.1767705832921904,0.12343427215311763,Excellent,Offshore,High,6580.351132406037
15.385525267097181,29.77012857395618,19.627141997768362,80.61784155155513,Vertical Axis,5000.0,3.357711238543158,24.233924807104884,1.2677116745196633,0.1957535321149984,Good,Offshore,High,6454.6573331797645
10.352415709816675,42.09543381327492,13.572491205585937,84.19812046433388,Horizontal Axis,3000.0,3.5787237585679526,23.915787001293637,1.2372868432083564,0.06158663743899198,Excellent,Flat,Low,7700.730499837772
7.311908285312988,78.1533616561824,18.982411720640172,86.0177664503674,Horizontal Axis,1500.0,3.492198132926849,21.455434272507706,1.1099993227647051,,Fair,Flat,Medium,1399.1565880160435
10.31563081835656,64.27464950930285,1.6047027704385952,116.78075123379314,Vertical Axis,1500.0,2.9478248011093675,22.364382555077928,,0.2078600901697712,Good,Mountainous,High,1658.3926971574624
